cricinfo_id,fetch_status,fetch_error,meta_full_name,meta_known_as,meta_country,meta_dob,meta_birthplace,meta_batting_style,batting_hand,meta_bowling_style,bowling_hand,bowling_type,meta_playing_role,fetched_at,name,full_name,country,dob,batting_style,bowling_style
1434633,success,,Firas Hussain,Firas Hussain,Bulgaria,1998-06-23,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:11:23.88119,Firas Hussain,Firas Hussain,Bulgaria,1998-06-23,Right-hand bat,Right-arm offbreak
51896,success,,George Copeland Grant,Jackie Grant,West Indies,1907-05-09,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 03:11:25.347342,Jackie Grant,George Copeland Grant,West Indies,1907-05-09,Right-hand bat,Right-arm fast-medium
4523,success,,Gregory Dale Campbell,Greg Campbell,Australia,1964-03-10,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 03:11:26.810875,Greg Campbell,Gregory Dale Campbell,Australia,1964-03-10,Right-hand bat,Right-arm fast-medium
1323435,success,,Gokhan Goktug Alta,Gokhan Alta,Turkey,1998-09-09,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:11:28.272361,Gokhan Alta,Gokhan Goktug Alta,Turkey,1998-09-09,Right-hand bat,Right-arm medium-fast
55782,success,,Gregory Mark Strydom,Gregory Strydom,Cayman Islands,1984-03-26,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:11:29.734731,Gregory Strydom,Gregory Mark Strydom,Cayman Islands,1984-03-26,Right-hand bat,Right-arm medium
38242,success,,Geoffrey Osborne Rabone,Geoff Rabone,New Zealand,1921-11-06,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:11:31.15166,Geoff Rabone,Geoffrey Osborne Rabone,New Zealand,1921-11-06,Right-hand bat,Right-arm offbreak
1314061,success,,Gaurav Mishra,Gaurav Mishra,Romania,1991-10-15,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:11:32.613753,Gaurav Mishra,Gaurav Mishra,Romania,1991-10-15,Right-hand bat,Right-arm medium-fast
1378455,success,,Hujeifa Jangariya,Hujeifa Jangariya,Eswatini,1996-02-17,,Right-hand bat,right,,,,,2026-06-10 03:11:35.435529,Hujeifa Jangariya,Hujeifa Jangariya,Eswatini,1996-02-17,Right-hand bat,
4183,success,,Henry Frederick Boyle,Harry Boyle,Australia,1847-12-10,,Right-hand bat,right,,,,,2026-06-10 03:11:36.897446,Harry Boyle,Henry Frederick Boyle,Australia,1847-12-10,Right-hand bat,
40380,success,,Haseeb Ahsan,Haseeb Ahsan,Pakistan,1939-07-15,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:11:38.364847,Haseeb Ahsan,Haseeb Ahsan,Pakistan,1939-07-15,Right-hand bat,Right-arm offbreak
1198935,success,,Ishak Elec,Ishak Elec,Turkey,1991-05-28,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:11:39.826987,Ishak Elec,Ishak Elec,Turkey,1991-05-28,Right-hand bat,Right-arm medium-fast
1271982,success,,Ibrahim Jabarkhel,Ibrahim Jabarkhel,France,2003-04-25,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:11:41.294158,Ibrahim Jabarkhel,Ibrahim Jabarkhel,France,2003-04-25,Right-hand bat,Right-arm offbreak
647745,success,,Josaia Baleicikobia,Josaia Baleicikobia,Fiji,1997-06-30,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:11:42.756429,Josaia Baleicikobia,Josaia Baleicikobia,Fiji,1997-06-30,Right-hand bat,Right-arm medium
1509248,success,,Jayanth Byrappa,Jayanth Byrappa,Mexico,1986-10-12,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:11:44.218372,Jayanth Byrappa,Jayanth Byrappa,Mexico,1986-10-12,Right-hand bat,Right-arm medium
1195667,success,,Joshua Anthony David Lawrenson,Josh Lawrenson,Jersey,2002-11-20,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:11:45.679849,Josh Lawrenson,Joshua Anthony David Lawrenson,Jersey,2002-11-20,Right-hand bat,Right-arm offbreak
1111485,success,,Jarryd Dwayne Antwone Richardson,Jarryd Richardson,Bermuda,2003-05-07,,Right-hand bat,right,,,,,2026-06-10 03:11:47.141683,Jarryd Richardson,Jarryd Dwayne Antwone Richardson,Bermuda,2003-05-07,Right-hand bat,
44454,success,,John McIllwaine Moore Commaille,Mick Commaille,South Africa,1883-02-21,,Right-hand bat,right,,,,,2026-06-10 03:11:48.603428,Mick Commaille,John McIllwaine Moore Commaille,South Africa,1883-02-21,Right-hand bat,
10866,success,,John Neville Crawford,Jack Crawford,England,1886-12-01,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:11:52.056676,Jack Crawford,John Neville Crawford,England,1886-12-01,Right-hand bat,Right-arm medium
14133,success,,John Thomas Hearne,Jack Hearne,England,1867-05-03,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:11:53.607359,Jack Hearne,John Thomas Hearne,England,1867-05-03,Right-hand bat,Right-arm medium
37107,success,,John William Guy,John Guy,New Zealand,1934-08-29,,Left-hand bat,left,,,,,2026-06-10 03:11:55.070598,John Guy,John William Guy,New Zealand,1934-08-29,Left-hand bat,
1058953,success,,Jassim Khan,Jassim Khan,Qatar,1999-09-22,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:11:56.537601,Jassim Khan,Jassim Khan,Qatar,1999-09-22,Right-hand bat,Right-arm medium-fast
1399993,success,,Kazuma Kato-Stafford,Kazuma Kato-Stafford,Japan,2007-02-26,,Left-hand bat,left,Left-arm medium,left,pace,,2026-06-10 03:11:57.99969,Kazuma Kato-Stafford,Kazuma Kato-Stafford,Japan,2007-02-26,Left-hand bat,Left-arm medium
314622,success,,Krishmar Santokie,Krishmar Santokie,West Indies,1984-12-20,,Left-hand bat,left,Left-arm medium,left,pace,,2026-06-10 03:11:59.461821,Krishmar Santokie,Krishmar Santokie,West Indies,1984-12-20,Left-hand bat,Left-arm medium
1428751,success,,Kumar Shivam,Kumar Shivam,Costa Rica,1991-12-13,,Right-hand bat,right,,,,,2026-06-10 03:12:00.923576,Kumar Shivam,Kumar Shivam,Costa Rica,1991-12-13,Right-hand bat,
50791,success,,Kalutarage Eric Amila Upashantha,Eric Upashantha,Sri Lanka,1972-06-10,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 03:12:02.585903,Eric Upashantha,Kalutarage Eric Amila Upashantha,Sri Lanka,1972-06-10,Right-hand bat,Right-arm fast-medium
23729,success,,Kwame Leval Tucker,Kwame Tucker,Bermuda,1976-09-28,,Right-hand bat,right,,,,,2026-06-10 03:12:04.050467,Kwame Tucker,Kwame Leval Tucker,Bermuda,1976-09-28,Right-hand bat,
1486199,success,,Kumud Ranjan Jha,Kumud Jha,Austria,1982-08-18,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 03:12:05.512423,Kumud Jha,Kumud Ranjan Jha,Austria,1982-08-18,Right-hand bat,Legbreak googly
11951,success,,Kumar Shri Duleepsinhji,Duleep,England,1905-06-13,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 03:12:08.389264,Duleep,Kumar Shri Duleepsinhji,England,1905-06-13,Right-hand bat,Legbreak
290645,success,,Krishna Chandran,Krishna Chandran,United Arab Emirates,1984-08-24,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:12:09.851177,Krishna Chandran,Krishna Chandran,United Arab Emirates,1984-08-24,Right-hand bat,Right-arm medium-fast
1382061,success,,Lucas Maximo,Lucas Maximo,Brazil,2000-12-30,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:12:11.318089,Lucas Maximo,Lucas Maximo,Brazil,2000-12-30,Right-hand bat,Right-arm medium
1347291,success,,Luis Francisco Mavume,Luis Mavume,Mozambique,2005-06-01,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:12:12.780456,Luis Mavume,Luis Francisco Mavume,Mozambique,2005-06-01,Right-hand bat,Right-arm medium-fast
4899,success,,Leonard Stuart Darling,Len Darling,Australia,1909-08-14,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 03:12:14.442898,Len Darling,Leonard Stuart Darling,Australia,1909-08-14,Left-hand bat,Right-arm medium
1236054,success,,Marian Gherasim,Marian Gherasim,Romania,2006-09-30,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:12:16.105157,Marian Gherasim,Marian Gherasim,Romania,2006-09-30,Right-hand bat,Right-arm medium
1347284,success,,Musa Jobarteh,Musa Jobarteh,Gambia,,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:12:17.567002,Musa Jobarteh,Musa Jobarteh,Gambia,,Right-hand bat,Right-arm medium-fast
1275726,success,,Mukul Kadyan,Mukul Kadyan,Bulgaria,1994-01-01,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:12:19.02986,Mukul Kadyan,Mukul Kadyan,Bulgaria,1994-01-01,Right-hand bat,Right-arm medium-fast
1163150,success,,Michael Mwamadi,Michael Mwamadi,Malawi,1997-04-16,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:12:20.491828,Michael Mwamadi,Michael Mwamadi,Malawi,1997-04-16,Right-hand bat,Right-arm offbreak
515225,success,,Mecit Turkmenoglu Ozturk,Mecit Ozturk,Turkey,1980-01-01,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:12:21.953676,Mecit Ozturk,Mecit Turkmenoglu Ozturk,Turkey,1980-01-01,Right-hand bat,Right-arm medium
49624,success,,Madurasinghe Arachchige Wijayasiri Ranjith Madurasinghe,Ranjith Madurasinghe,Sri Lanka,1961-01-30,,Left-hand bat,left,Right-arm offbreak,right,spin,,2026-06-10 03:12:24.895546,Ranjith Madurasinghe,Madurasinghe Arachchige Wijayasiri Ranjith Madurasinghe,Sri Lanka,1961-01-30,Left-hand bat,Right-arm offbreak
1243738,success,,Mitchell James Hay,Mitchell Hay,New Zealand,2000-08-20,,Right-hand bat,right,,,,,2026-06-10 03:12:26.423704,Mitchell Hay,Mitchell James Hay,New Zealand,2000-08-20,Right-hand bat,
35565,success,,Manoj Kumar Tiwary,Manoj Tiwary,India,1985-11-14,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 03:12:27.886476,Manoj Tiwary,Manoj Kumar Tiwary,India,1985-11-14,Right-hand bat,Legbreak googly
515071,success,,Murali MR Obili,Murali Obili,Estonia,1981-06-24,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 03:12:29.355188,Murali Obili,Murali MR Obili,Estonia,1981-06-24,Right-hand bat,Right-arm fast
55525,success,,Malcolm Peter Jarvis,Malcolm Jarvis,Zimbabwe,1955-12-06,,Right-hand bat,right,Left-arm medium-fast,left,pace,,2026-06-10 03:12:30.817217,Malcolm Jarvis,Malcolm Peter Jarvis,Zimbabwe,1955-12-06,Right-hand bat,Left-arm medium-fast
1155254,success,,Maidul Islam,Maidul Islam,Estonia,1990-02-12,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:12:32.278925,Maidul Islam,Maidul Islam,Estonia,1990-02-12,Right-hand bat,Right-arm offbreak
1212481,success,,Mohammad Aadil Alam,Mohammad Aadil Alam,Nepal,2003-10-18,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:12:33.740915,Mohammad Aadil Alam,Mohammad Aadil Alam,Nepal,2003-10-18,Right-hand bat,Right-arm medium
946483,success,,Nqabayomzi Peter,Nqabayomzi Peter,South Africa,2001-12-09,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 03:12:35.203081,Nqabayomzi Peter,Nqabayomzi Peter,South Africa,2001-12-09,Right-hand bat,Legbreak
1460185,success,,Nitish Salekar,Nitish Salekar,Thailand,1989-12-27,,,,,,,,2026-06-10 03:12:36.664928,Nitish Salekar,Nitish Salekar,Thailand,1989-12-27,,
46952,success,,Neville Anthony Quinn,Neville Quinn,South Africa,1908-02-21,,Left-hand bat,left,Left-arm medium-fast,left,pace,,2026-06-10 03:12:38.126788,Neville Quinn,Neville Anthony Quinn,South Africa,1908-02-21,Left-hand bat,Left-arm medium-fast
1210511,success,,Nahid Rana,Nahid Rana,Bangladesh,2002-10-02,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 03:12:41.285761,Nahid Rana,Nahid Rana,Bangladesh,2002-10-02,Right-hand bat,Right-arm fast
533953,success,,Najeeb Tarakai,Najeeb Tarakai,Afghanistan,1991-02-02,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:12:42.7487,Najeeb Tarakai,Najeeb Tarakai,Afghanistan,1991-02-02,Right-hand bat,Right-arm offbreak
1511612,success,,,,,,,,,,,,,2026-06-10 03:12:44.210826,,,,,,
1382808,success,,Pero Bosnjak,Pero Bosnjak,Croatia,1986-07-08,,Right-hand bat,right,Right-arm bowler,right,,,2026-06-10 03:12:45.67271,Pero Bosnjak,Pero Bosnjak,Croatia,1986-07-08,Right-hand bat,Right-arm bowler
1171180,success,,Pavan Rathnayake,Pavan Rathnayake,Sri Lanka,2002-08-24,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:12:47.134583,Pavan Rathnayake,Pavan Rathnayake,Sri Lanka,2002-08-24,Right-hand bat,Right-arm offbreak
20126,success,,Philip John Sharpe,Phil Sharpe,England,1936-12-27,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:12:48.59648,Phil Sharpe,Philip John Sharpe,England,1936-12-27,Right-hand bat,Right-arm offbreak
446808,success,,Pradeep Singh Airee,Pradeep Airee,Nepal,1992-09-01,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:12:50.059135,Pradeep Airee,Pradeep Singh Airee,Nepal,1992-09-01,Right-hand bat,Right-arm medium
914171,success,,Qais Ahmad Kamawal,Qais Ahmad,Afghanistan,2000-08-15,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 03:12:51.521277,Qais Ahmad,Qais Ahmad Kamawal,Afghanistan,2000-08-15,Right-hand bat,Legbreak
307243,success,,Rudolph Fox,Rudolph Fox,Bahamas,1992-12-03,,Left-hand bat,left,Left-arm medium,left,pace,,2026-06-10 03:12:52.983291,Rudolph Fox,Rudolph Fox,Bahamas,1992-12-03,Left-hand bat,Left-arm medium
1323433,success,,Romeo Nath,Romeo Nath,Turkey,1981-07-31,,Right-hand bat,right,,,,,2026-06-10 03:12:54.445008,Romeo Nath,Romeo Nath,Turkey,1981-07-31,Right-hand bat,
36826,success,,Richard Paul de Groen,Richard de Groen,New Zealand,1962-08-05,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 03:12:57.294957,Richard de Groen,Richard Paul de Groen,New Zealand,1962-08-05,Right-hand bat,Right-arm fast-medium
52209,success,,Raphick Rasif Jumadeen,Raphick Jumadeen,West Indies,1948-04-12,,Right-hand bat,right,Slow left-arm orthodox,left,spin,,2026-06-10 03:12:58.757354,Raphick Jumadeen,Raphick Rasif Jumadeen,West Indies,1948-04-12,Right-hand bat,Slow left-arm orthodox
1163175,success,,Scott Crowie,Scott Crowie,St Helena,1992-10-07,,,,,,,,2026-06-10 03:13:00.219221,Scott Crowie,Scott Crowie,St Helena,1992-10-07,,
396580,success,,Suman Ghimire,Suman Ghimire,Portugal,1999-03-28,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:13:01.681087,Suman Ghimire,Suman Ghimire,Portugal,1999-03-28,Right-hand bat,Right-arm offbreak
1193273,success,,Santiago Iturbe,Santiago Iturbe,Argentina,2002-08-23,,Right-hand bat,right,,,,,2026-06-10 03:13:03.143121,Santiago Iturbe,Santiago Iturbe,Argentina,2002-08-23,Right-hand bat,
1459916,success,,Sibusiso Jele,Sibusiso Jele,Eswatini,2000-08-03,,Left-hand bat,left,,,,,2026-06-10 03:13:04.605059,Sibusiso Jele,Sibusiso Jele,Eswatini,2000-08-03,Left-hand bat,
267479,success,,Stiaan van Zyl,Stiaan van Zyl,South Africa,1987-09-19,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 03:13:06.068125,Stiaan van Zyl,Stiaan van Zyl,South Africa,1987-09-19,Left-hand bat,Right-arm medium
315035,success,,Sybrand Abraham Engelbrecht,Sybrand Engelbrecht,Netherlands,1988-09-15,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:13:07.530069,Sybrand Engelbrecht,Sybrand Abraham Engelbrecht,Netherlands,1988-09-15,Right-hand bat,Right-arm offbreak
6323,success,,Samuel John Everett Loxton,Sam Loxton,Australia,1921-03-29,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 03:13:08.992015,Sam Loxton,Samuel John Everett Loxton,Australia,1921-03-29,Right-hand bat,Right-arm fast-medium
707109,success,,Sean Solia,Sean Solia,Samoa,1992-12-15,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 03:13:10.453956,Sean Solia,Sean Solia,Samoa,1992-12-15,Left-hand bat,Right-arm medium
449295,success,,Sharn Patrick Gomes,Sharn Gomes,Portugal,1988-08-06,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 03:13:13.423761,Sharn Gomes,Sharn Patrick Gomes,Portugal,1988-08-06,Left-hand bat,Slow left-arm orthodox
1143520,success,,Sajid Imran Cheema,Sajid Cheema,Saudi Arabia,1980-02-20,,Right-hand bat,right,,,,,2026-06-10 03:13:14.885723,Sajid Cheema,Sajid Imran Cheema,Saudi Arabia,1980-02-20,Right-hand bat,
1313740,success,,Saran Aslam,Saran Aslam,Denmark,1991-05-11,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:16.409568,Saran Aslam,Saran Aslam,Denmark,1991-05-11,Right-hand bat,Right-arm medium
1167828,success,,Ibrahim Shaof Hassan,Shaof Hassan,Maldives,2002-06-27,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:17.871675,Shaof Hassan,Ibrahim Shaof Hassan,Maldives,2002-06-27,Right-hand bat,Right-arm medium
526482,success,,Sikander Zulfiqar,Sikander Zulfiqar,Netherlands,1997-03-28,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:19.333839,Sikander Zulfiqar,Sikander Zulfiqar,Netherlands,1997-03-28,Right-hand bat,Right-arm medium
1411891,success,,Tanish Suri,Tanish Suri,United Arab Emirates,2005-06-04,,Right-hand bat,right,,,,,2026-06-10 03:13:20.796322,Tanish Suri,Tanish Suri,United Arab Emirates,2005-06-04,Right-hand bat,
647667,success,,Usama Mir,Usama Mir,Pakistan,1995-12-23,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 03:13:22.258574,Usama Mir,Usama Mir,Pakistan,1995-12-23,Right-hand bat,Legbreak
477021,success,,Vijay Shankar,Vijay Shankar,India,1991-01-26,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:23.720624,Vijay Shankar,Vijay Shankar,India,1991-01-26,Right-hand bat,Right-arm medium
47181,success,,William Alfred Shalders,William Shalders,South Africa,1880-02-12,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:25.383313,William Shalders,William Alfred Shalders,South Africa,1880-02-12,Right-hand bat,Right-arm medium
6605,success,,William Evans Midwinter,Billy Midwinter,Australia,1851-06-19,,Right-hand bat,right,,,,,2026-06-10 03:13:26.845558,Billy Midwinter,William Evans Midwinter,Australia,1851-06-19,Right-hand bat,
16328,success,,William Henry Lockwood,Bill Lockwood,England,1868-03-25,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 03:13:30.439931,Bill Lockwood,William Henry Lockwood,England,1868-03-25,Right-hand bat,Right-arm fast
1431562,success,,Zoljavkhlan Shurentsetseg,Zoljavkhlan Shurentsetseg,Mongolia,2004-04-14,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:32.395634,Zoljavkhlan Shurentsetseg,Zoljavkhlan Shurentsetseg,Mongolia,2004-04-14,Right-hand bat,Right-arm medium
1530389,success,,Zada Sher,Zada Sher,France,1990-01-01,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 03:13:34.750773,Zada Sher,Zada Sher,France,1990-01-01,Right-hand bat,Right-arm offbreak
1101945,success,,Zeeshan Goraya,Zeeshan Goraya,Austria,1983-12-12,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:36.813599,Zeeshan Goraya,Zeeshan Goraya,Austria,1983-12-12,Right-hand bat,Right-arm medium
1480306,success,,Anudeep Chenthamara,Anudeep Chenthamara,Kuwait,1999-04-28,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 03:13:38.357762,Anudeep Chenthamara,Anudeep Chenthamara,Kuwait,1999-04-28,Right-hand bat,Right-arm medium-fast
1203881,success,,Aleksa Djorovic,Aleksa Djorovic,Serbia,1993-06-15,,Right-hand bat,right,Left-arm wrist-spin,left,spin,,2026-06-10 03:13:39.819602,Aleksa Djorovic,Aleksa Djorovic,Serbia,1993-06-15,Right-hand bat,Left-arm wrist-spin
1301857,success,,Amartya Kaul,Amartya Kaul,Singapore,1999-05-12,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:41.281511,Amartya Kaul,Amartya Kaul,Singapore,1999-05-12,Right-hand bat,Right-arm medium
520081,success,,Anastasios Manousis,Anastasios Manousis,Greece,1978-08-19,,,,,,,,2026-06-10 03:13:42.743335,Anastasios Manousis,Anastasios Manousis,Greece,1978-08-19,,
55573,success,,Alester Maregwede,Alester Maregwede,Zimbabwe,1981-08-05,,Right-hand bat,right,,,,,2026-06-10 03:13:44.806783,Alester Maregwede,Alester Maregwede,Zimbabwe,1981-08-05,Right-hand bat,
46221,success,,Alan Melville,Alan Melville,South Africa,1910-05-19,,Right-hand bat,right,,,,,2026-06-10 03:13:47.095788,Alan Melville,Alan Melville,South Africa,1910-05-19,Right-hand bat,
52957,success,,Adam Sanford,Adam Sanford,United States of America,1975-07-12,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 03:13:50.498131,Adam Sanford,Adam Sanford,United States of America,1975-07-12,Right-hand bat,Right-arm fast-medium
1248188,success,,Arjun Saud,Arjun Saud,Nepal,2003-06-29,,Right-hand bat,right,,,,,2026-06-10 03:13:51.960374,Arjun Saud,Arjun Saud,Nepal,2003-06-29,Right-hand bat,
13372,success,,Arthur Edward Robert Gilligan,Arthur Gilligan,England,1894-12-23,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 03:13:53.422354,Arthur Gilligan,Arthur Edward Robert Gilligan,England,1894-12-23,Right-hand bat,Right-arm fast-medium
6014,success,,Arthur Harwood Jarvis,Affie Jarvis,Australia,1860-10-19,,Right-hand bat,right,,,,,2026-06-10 03:13:54.884496,Affie Jarvis,Arthur Harwood Jarvis,Australia,1860-10-19,Right-hand bat,
10666,success,,Arthur William Carr,Arthur Carr,England,1893-05-21,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:56.346657,Arthur Carr,Arthur William Carr,England,1893-05-21,Right-hand bat,Right-arm medium
1143150,success,,Abubacarr Kuyateh,Abubacarr Kuyateh,Gambia,1998-03-12,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:57.808905,Abubacarr Kuyateh,Abubacarr Kuyateh,Gambia,1998-03-12,Right-hand bat,Right-arm medium
1270824,success,,Adnan Razzaq,Adnan Razzaq,Belgium,1986-09-07,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:13:59.271156,Adnan Razzaq,Adnan Razzaq,Belgium,1986-09-07,Right-hand bat,Right-arm medium
1323418,success,,Ali Hasan,Ali Hasan,Italy,2002-10-29,,Right-hand bat,right,Left-arm medium-fast,left,pace,,2026-06-10 03:14:00.733315,Ali Hasan,Ali Hasan,Italy,2002-10-29,Right-hand bat,Left-arm medium-fast
1490901,success,,Muhammad Ali Nawaz,Ali Nawaz,Hungary,1999-03-03,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:02.195673,Ali Nawaz,Muhammad Ali Nawaz,Hungary,1999-03-03,Right-hand bat,Right-arm medium
1509247,success,,Amir Shahzad Butt,Amir Butt,Mexico,1979-08-10,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:03.657806,Amir Butt,Amir Shahzad Butt,Mexico,1979-08-10,Right-hand bat,Right-arm medium
1143148,success,,Andre Jarju,Andre Jarju,Gambia,1992-12-13,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:06.463908,Andre Jarju,Andre Jarju,Gambia,1992-12-13,Right-hand bat,Right-arm medium
627395,success,,Asad Mohammad,Asad Mohammad,Germany,1992-11-02,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:07.956243,Asad Mohammad,Asad Mohammad,Germany,1992-11-02,Right-hand bat,Right-arm medium
1163190,success,,Brett Isaac,Brett Isaac,St Helena,2002-02-26,,,,,,,,2026-06-10 03:14:10.019398,Brett Isaac,Brett Isaac,St Helena,2002-02-26,,
1203897,success,,Boiko Ivanov,Boiko Ivanov,Bulgaria,1979-11-16,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:11.48137,Boiko Ivanov,Boiko Ivanov,Bulgaria,1979-11-16,Right-hand bat,Right-arm medium
1334741,success,,Beston Masauko,Beston Masauko,Malawi,2004-08-18,,Right-hand bat,right,,,,,2026-06-10 03:14:12.943465,Beston Masauko,Beston Masauko,Malawi,2004-08-18,Right-hand bat,
38737,success,,Brooke Graeme Keith Walker,Brooke Walker,New Zealand,1977-03-25,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 03:14:14.405644,Brooke Walker,Brooke Graeme Keith Walker,New Zealand,1977-03-25,Right-hand bat,Legbreak
1410577,success,,Bevon-John Jacobs,Bevon Jacobs,New Zealand,2002-05-06,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:16.47018,Bevon Jacobs,Bevon-John Jacobs,New Zealand,2002-05-06,Right-hand bat,Right-arm medium
1156456,success,,Baljit Singh,Baljit Singh,Italy,1983-08-23,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:17.932273,Baljit Singh,Baljit Singh,Italy,1983-08-23,Right-hand bat,Right-arm medium
1487323,success,,Carlos Nunes,Carlos Nunes,Portugal,1984-02-14,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:19.394471,Carlos Nunes,Carlos Nunes,Portugal,1984-02-14,Right-hand bat,Right-arm medium
1492936,success,,Chisomo Tchale,Chisomo Tchale,Malawi,2009-09-06,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:20.870361,Chisomo Tchale,Chisomo Tchale,Malawi,2009-09-06,Right-hand bat,Right-arm medium
1286506,success,,Charles Betrand Ondoa,Charles Ondoa,Cameroon,1982-11-10,,Right-hand bat,right,,,,,2026-06-10 03:14:23.694828,Charles Ondoa,Charles Betrand Ondoa,Cameroon,1982-11-10,Right-hand bat,
22283,success,,Cyril Frederick Walters,Cyril Walters,England,1905-08-28,,Right-hand bat,right,,,,,2026-06-10 03:14:25.156896,Cyril Walters,Cyril Frederick Walters,England,1905-08-28,Right-hand bat,
379890,success,,Chad Jayson Bowes,Chad Bowes,New Zealand,1992-10-19,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 03:14:27.420698,Chad Bowes,Chad Jayson Bowes,New Zealand,1992-10-19,Right-hand bat,Right-arm medium
31813,success,,Cottari Subbanna Nayudu,C.S. Nayudu,India,1914-04-18,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 03:14:28.882711,C.S. Nayudu,Cottari Subbanna Nayudu,India,1914-04-18,Right-hand bat,Legbreak googly
